time_value,value,geo_value
2020-06-01,0.4284174,ny
2020-06-02,0.4303414,ny
2020-06-03,0.4079471,ny
2020-06-04,0.4519288,ny
2020-06-05,0.4702831,ny
2020-06-06,0.4788059,ny
2020-06-07,0.4725545,ny
2020-06-08,0.447793,ny
2020-06-09,0.447503,ny
2020-06-10,0.4616948,ny
2020-06-11,0.4139956,ny
2020-06-12,0.4190214,ny
2020-06-13,0.4377443,ny
2020-06-14,0.4587391,ny
2020-06-15,0.4724647,ny
